ROWNUMBER|ITEMID|TITLEFULL
2015|10342|Lovers Lane
2016|16090|The Cotton Club
2017|18460|The Majestic
2018|16481|Dont Answer the Phone!
2019|18689|The Mists of Avalon
2020|19275|The Perfect Storm
2021|16534|Dressed to Kill
2022|18129|The Last Detail
2023|15908|Chicken Run
2024|18714|Mona Lisa Smile
2025|17609|I Am a Fugitive from a Chain Gang
2026|19879|Saturday the 14th
2027|21516|The Corruptor
2028|20240|Space Cowboys
2029|18883|The Myth of Fingerprints
2030|6975|Sleeper
2031|15668|Broadway Danny Rose
2032|19985|Shadows and Fog
2033|21588|Ernest Saves Christmas
2034|15894|Cheaper by the Dozen
2035|22075|That Old Feeling
2036|21695|The Hours
2037|12776|Bad Company
2038|10422|Kiss Me Kate
2039|20627|The Thorn Birds
2040|16340|Defying Gravity
2041|20086|Silver City
2042|15976|Clear and Present Danger
2043|18474|The Maltese Falcon
2044|19759|Rollercoaster
2045|18794|Mrs. Soffel
2046|16228|Dangerous Minds
2047|15635|Breaking Away
2048|17789|Irma la Douce
2049|21769|The Last Emperor
2050|16332|Deep Shock
2051|21409|Audrey Rose
2052|20762|Trancers
2053|17775|Inugami
2054|20184|Sol Goode
2055|15579|The Boost
2056|21415|Baby Geniuses
2057|20035|Shes the One
2058|21166|The Whole Ten Yards
2059|15774|Cant Buy Me Love
2060|14911|3 Ninjas Knuckle Up
2061|17430|Hercules
2062|17848|Jane Eyre
2063|15978|Cleopatra
2064|14894|1942: A Love Story
2065|19298|Phantom of the Paradise
2066|19594|The Real World Movie: The Lost Season
2067|16979|Friday Night Lights
2068|20233|South of Heaven, West of Hell
2069|20103|The Singing Forest
2070|16087|Corrina, Corrina
2071|21219|Winter People
2072|7687|Quicksilver Highway
2073|18285|Living in Oblivion
2074|20208|Song of the Thin Man
2075|19361|Pocahontas II: Journey to a New World
2076|18148|Last Stand at Saber River
2077|19742|Rocket Gibraltar
2078|15570|Bones
2079|21718|If These Walls Could Talk 2
2080|15377|Best Men
2081|21754|Killing Me Softly
2082|20719|Tootsie
2083|20190|Some Kind of Wonderful
2084|15742|The Cable Guy
2085|16129|Crazy/Beautiful
2086|22050|Strange Days
2087|21953|Riverworld
2088|15173|Assassins
2089|15484|The Black Pirate
2090|17873|Jesus Christ Superstar
2091|17122|The Glass Shield
2092|17544|The House of Mirth
2093|17211|Great Expectations
2094|21586|The Emperors New Groove
2095|9025|The Three Lives of Thomasina
2096|20989|The Villain
2097|21541|Dead Again
2098|16091|Cotton Comes to Harlem
2099|17302|The Hallelujah Trail
2100|20378|The Strange Love of Martha Ivers
2101|19282|Permanent Midnight
2102|15963|The Claim
2103|17699|In Search of the Castaways
2104|15391|Better Than Sex
2105|19254|The Pelican Brief
2106|15497|Blackboard Jungle
2107|17628|I Saw What You Did
2108|19366|Point Break
2109|16973|Frequency
2110|18246|Limelight
2111|7024|Vanya on 42nd Street
2112|22185|Demolition Man
2113|19988|Shaft
2114|9669|Quest for Camelot
2115|17387|Heat
2116|21911|Planet of the Apes
2117|14916|3: The Dale Earnhardt Story
2118|12980|Batman Beyond: Return of the Joker
2119|15292|Batman: Mystery of the Batwoman
2120|19863|Santa Claus Is Comin to Town
2121|16312|The Death of the Incredible Hulk
2122|16997|The Fugitive
2123|17780|Invasion of the Body Snatchers
2124|15643|Breathless
2125|21573|Dr. No
2126|21559|Die Another Day
2127|20590|The Texas Chainsaw Massacre
2128|15115|Anne of Green Gables: The Continuing Story
2129|21738|Jason and the Argonauts
2130|14984|After the Sunset
2131|16657|Epicenter
2132|21803|Love Actually
2133|21074|Weekend at Bernies
2134|16171|Cube
2135|19373|Police Academy 3: Back in Training
2136|19374|Police Academy 4: Citizens on Patrol
2137|17035|Gang Tapes
2138|19726|Rob Roy
2139|17367|The Hazing
2140|15262|Bang, Bang, Youre Dead
2141|18486|The Man Who Loved Women
2142|14929|633 Squadron
2143|17365|Hawaii
2144|20728|Torn Curtain
2145|13056|Dantes Peak
2146|19445|The Princess Bride
2147|18579|The Mean Season
2148|18735|Moon 44
2149|19175|Over the Edge
2150|21101|What the Deaf Man Heard
2151|22040|Stand by Me
2152|16315|Deathwatch
2153|16956|Frankie and Johnny
2154|8087|The Dust Factory
2155|21520|The Crow
2156|6902|Alice in Wonderland
2157|22109|Two If by Sea
2158|16494|Double Jeopardy
2159|20119|The Sixth Sense
2160|22019|Sky Captain and the World of Tomorrow
2161|22121|Vampires
2162|21858|My Girl 2
2163|21308|Yellow Submarine
2164|15884|The Chase
2165|21972|Sabrina
2166|22203|Head of State
2167|16701|Excessive Force
2168|17209|The Great Escape
2169|5835|The Off Season
2170|17906|The Joy Luck Club
2171|17777|Invaders from Mars
2172|18334|Lorenzos Oil
2173|12742|Kings Go Forth
2174|18966|The Nightmare Before Christmas
2175|20015|Shatter Dead
2176|20221|Soul Man
2177|14475|Lipstick
2178|18333|The Lords of Flatbush
2179|16784|The Favor
2180|18224|Life Stinks
2181|17587|The Hunger
2182|15801|Carnal Knowledge
2183|19363|Pocketful of Miracles
2184|21000|Viva Las Vegas
2185|19791|Rudy
2186|21042|The War Wagon
2187|21263|The Women
2188|20838|Turk 182!
2189|19305|Philadelphia
2190|21480|The Bridge at Remagen
2191|21607|Fatal Attraction
2192|16611|The Elephant Man
2193|15020|All About Eve
2194|16011|College
2195|21040|The War Lover
2196|20606|The Thing Below
2197|16866|Flash Gordon Conquers the Universe
2198|21508|Clifford
2199|16626|Embryo
2200|18424|Macross Plus
2201|18829|Murder, My Sweet
2202|15189|Au hasard Balthazar
2203|18366|Love Affair
2204|16965|Free Willy 3: The Rescue
2205|18426|Mad Dog and Glory
2206|19900|Scars of Dracula
2207|17265|The Gumball Rally
2208|15353|Belly
2209|17363|Hav Plenty
2210|16489|Door to Door
2211|15945|Circle of Iron
2212|16999|Full Eclipse
2213|19807|The Rundown
2214|16333|The Deep
2215|20302|The Star Chamber
2216|18875|The Naked Kiss
2217|21862|National Security
2218|16638|End of Days
2219|18249|The Lion in Winter
2220|22123|Vanishing Point
2221|21510|Collateral
2222|17084|The Ghost Breakers
2223|16452|Divorce American Style
2224|15230|Backdraft
2225|14443|The Matchmaker
2226|21218|Winter Kills
2227|15350|Belles on Their Toes
2228|15972|Class of Nuke Em High
2229|18853|My Chauffeur
2230|21768|The Last American Virgin
2231|17474|The Hitcher II: Ive Been Waiting
2232|18630|Miami Rhapsody
2233|18661|Mindstorm
2234|18144|The Last Samurai
2235|17337|Hard Target
2236|20138|Sleepers
2237|20456|Surf Ninjas
2238|16355|Derailed
2239|20571|Tempted
2240|20502|Swoon
2241|18209|Lethal Weapon
2242|16207|Dahmer
2243|18408|Lulu on the Bridge
2244|12867|Tourist Trap
2245|21217|The Winter Guest
2246|19112|One, Two, Three
2247|16774|Fatal Instinct
2248|15451|Billys Hollywood Screen Kiss
2249|17392|Heaven Can Wait
2250|22052|Straw Dogs
2251|15180|Atlantis: The Lost Empire
2252|18010|Kim
2253|21990|Scream 2
2254|18808|The Mummy
2255|21850|Mr. Deeds Goes to Town
2256|16990|From Here to Eternity
2257|11210|Heidi
2258|21548|Death to Smoochy
2259|15311|The Beatles Anthology
2260|19998|Shall We Dance
2261|16461|Dodsworth
2262|17767|The Interpreter
2263|15870|Chaos
2264|18264|The Little Mermaid
2265|21856|My Cousin Vinny
2266|20544|Tarzan and the Lost City
2267|17680|The Importance of Being Earnest
2268|18233|Lifeforce
2269|21176|The Wicker Man
2270|20529|Tall in the Saddle
2271|21810|Made
2272|10438|The Endless Summer
2273|22130|Virus
2274|21655|Goldfinger
2275|16447|The Distinguished Gentleman
2276|15724|The Butchers Wife
2277|18372|Love Jones
2278|18861|My Fellow Americans
2279|15413|The Big Clock
2280|17494|Hometown Legend
2281|18120|Lassie
2282|19822|SSSSSSS
2283|16758|Far and Away
2284|19383|Poor White Trash
2285|21285|Written on the Wind
2286|22039|The Spy Who Loved Me
2287|17640|I, Madman
2288|15150|The AristoCats
2289|20872|The Ugly Dachshund
2290|14783|Dragonheart
2291|15524|Blood Dolls
2292|17814|The Italian Job
2293|19074|Oliver!
2294|21949|The Right Stuff
2295|21354|Zulu
2296|15326|The Bedford Incident
2297|16347|The Delta Force
2298|17864|Jefferson in Paris
2299|18842|Mutiny on the Bounty
2300|15854|Chain of Fools
2301|15517|Blind Side
2302|16210|Damage
2303|15144|Arachnophobia
2304|15324|Beavis and Butt-Head Do America
2305|19592|Real Men
2306|15588|Born Yesterday
2307|20384|Strangers When We Meet
2308|21253|The Woman in Red
2309|20239|Soylent Green
2310|16156|Crossfire
2311|22029|Spaceballs
2312|20112|Sisters
2313|19391|Possessed
2314|17215|The Great Muppet Caper
2315|14945|About a Boy
2316|17882|Joan of Arc
2317|17530|The Hot Spot
2318|16101|Country Life
2319|21470|Bound
2320|20812|The Trouble with Harry
2321|6510|Home Fries
2322|22258|You Only Live Once
2323|21245|Witness Protection
2324|21488|But Im a Cheerleader
2325|21821|The Mark of Zorro
2326|20323|State of Grace
2327|16128|Crazy in Alabama
2328|18217|Libeled Lady
2329|21041|The War Room
2330|18402|Loving You
2331|10114|Easy Come, Easy Go
2332|16097|The Counterfeit Traitor
2333|15019|Alive
2334|15991|Club Dread
2335|16509|Dracula
2336|21544|Dead Reckoning
2337|17784|The Invisible Circus
2338|19547|Rain
2339|19608|Red Dawn
2340|19164|Outbreak
2341|18158|The Last of Sheila
2342|20419|Sudden Fear
2343|16777|Father of the Bride
2344|22259|The Cardinal
2345|21417|Back to the Future
2346|16241|Dark Victory
2347|21765|Lake Placid
2348|20166|The Snake Pit
2349|17354|Harvey
2350|15565|The Bogus Witch Project
2351|13680|Air Bud: World Pup
2352|20204|Son of Paleface
2353|7627|The Quick and the Dead
2354|9514|Shredder
2355|16560|Dumbo
2356|19276|Perfect Strangers
2357|14155|Baby the Rain Must Fall
2358|18229|Life with Father
2359|17664|Ilsa, Harem Keeper of the Oil Sheiks
2360|19802|Run Silent Run Deep
2361|21777|The Legend of Hell House
2362|16217|Dancing at Lughnasa
2363|18576|Mean Creek
2364|19966|Session 9
2365|15271|Barbary Coast
2366|17131|The Gnome-Mobile
2367|18052|Knock Off
2368|8603|The Blue and the Gray
2369|19551|The Rainmaker
2370|21889|Out of the Past
2371|20605|The Thin Man
2372|19017|Nothing Sacred
2373|15981|Cliffhanger
2374|18447|The Magnificent Ambersons
2375|19535|Racing Stripes
2376|15688|Bruce Lee: A Warriors Journey
2377|21170|Whos Afraid of Virginia Woolf?
2378|10971|The Navigator
2379|15239|The Bad Seed
2380|16012|Color Me Blood Red
2381|17992|The Kid
2382|15294|Battle Beyond the Stars
2383|9150|The Turn of the Screw
2384|8961|The Backyard
2385|17845|Jan Dara
2386|14935|AFIs 100 Years... 100 Movies
2387|10533|Chris Rock: Bring the Pain
2388|20969|Vendetta
2389|14964|Adams Rib
2390|20676|The Tingler
2391|20560|Teenage Mutant Ninja Turtles
2392|8915|Wetherby
2393|16106|The Courtship of Eddies Father
2394|17264|Gullivers Travels
2395|17523|Hospital
2396|17033|Game Over: Kasparov and the Machine
2397|21275|The Work of Director Michel Gondry
2398|13065|Rasen
2399|20296|Stan Lees Mutants, Monsters & Marvels
2400|22155|The World at War
2401|20029|Shermans March
2402|16565|Dust to Glory
2403|17384|Hearts and Minds
2404|19483|Pumping Iron
2405|17057|Genghis Blues
2406|18554|The Matrix Revisited
2407|19423|Pride and Prejudice
2408|15017|Alien Planet
2409|13801|28 Up
2410|9665|AC/DC: Live at Donington
2411|14161|Uncovered: The Whole Truth About the Iraq War
2412|16928|Forsaken
2413|13036|Aileen Wuornos: The Selling of a Serial Killer
2414|10570|George Carlin: You Are All Diseased
2415|5604|Skinned Deep
2416|21671|Hardcore
2417|19714|Rize
2418|17079|Getting Even with Dad
2419|20408|The Stunt Man
2420|15390|Better Than Chocolate
2421|16448|Disturbing Behavior
2422|22129|The Virgin Suicides
2423|21696|House Party
2424|21902|The People Under the Stairs
2425|20862|Two-Lane Blacktop
2426|20118|Six: The Mark Unleashed
2427|18789|Mr. and Mrs. Iyer
2428|18782|Mr. North
2429|7986|All Over Me
2430|16633|Empire Falls
2431|19295|Phantasm IV: Oblivion
2432|20599|Thief
2433|19385|The Pope of Greenwich Village
2434|21490|Caddyshack
2435|22153|The World According to Garp
2436|20773|Treasure Planet
2437|16845|The Firm
2438|21359|Bad Boys
2439|18631|Michael
2440|21525|Crutch
2441|15721|Bustin Loose
2442|17796|Iron Will
2443|15901|Cheerleader Massacre
2444|17998|Kill Bill: Vol. 2
2445|20853|Two Can Play That Game
2446|16439|Dirty Work
2447|18938|Newsies
2448|17826|The Jack Bull
2449|16693|Eves Bayou
2450|21232|The Witches of Eastwick
2451|18812|Munchies
2452|19197|The Pallbearer
2453|16913|For Richer or Poorer
2454|21986|Scooby-Doo
2455|22236|The Return of the Living Dead
2456|20490|Swimming
2457|15844|Celebrity
2458|17128|Glory
2459|21104|Whats Cooking?
2460|14932|8 Heads in a Duffel Bag
2461|21347|Zeus and Roxanne
2462|15674|The Brood
2463|16537|Drive
2464|18916|Nemesis Game
2465|17286|H.O.T.S.
2466|19502|Qayamat Se Qayamat Tak
2467|21578|Earth
2468|17755|Insomnia
2469|20858|Two Weeks Notice
2470|7877|Miracle in Lane 2
2471|16137|Crimes and Misdemeanors
2472|16322|Deconstructing Harry
2473|21243|Without a Trace
2474|21298|The Yards
2475|19359|The Pledge
2476|21901|Paycheck
2477|22055|Summer Catch
2478|18646|The Mighty Ducks
2479|18079|L.A. Story
2480|20741|Touching the Void
2481|17172|Good Guys Wear Black
2482|20277|The Spring
2483|21288|Wrongfully Accused
2484|16841|Firestarter 2: Rekindled
2485|20512|Tadpole
2486|16589|Eddie
2487|22035|Spider-Man 2
2488|20910|Unlawful Entry
2489|15253|Bananas
2490|15985|Clockstoppers
2491|15266|Baran
2492|17099|Gigi
2493|21087|West Side Story
2494|18575|Me, Myself & Irene
2495|16306|Death Warrant
2496|16881|Fletch
2497|16317|The Debut
2498|19646|Requiem for a Heavyweight
2499|21431|Batman: Mask of the Phantasm
2500|21831|Metropolis
2501|16226|Dangerous Liaisons
2502|21358|¡Three Amigos!
2503|20298|Stander
2504|14889|13 Rue Madeleine
2505|21021|Wake Island
2506|18007|The Killing of Sister George
2507|22086|Titanic
2508|17574|Hum Aapke Hain Koun...!
2509|20696|To Wong Foo Thanks for Everything, Julie Newmar
2510|15971|Class Action
2511|15267|Barb Wire
2512|17146|Gods and Monsters
2513|20866|U Turn
2514|21816|The Man Who Wasnt There
2515|18122|Last Action Hero
2516|18645|Mighty Aphrodite
2517|20443|The Sunshine Boys
2518|21543|Dead Mans Walk
2519|17952|Kaal
2520|21627|The French Connection
2521|18311|Long Time Dead
2522|15161|Article 99
2523|15072|Americas Heart and Soul
2524|22271|Kabhi Khushi Kabhie Gham...
2525|17973|Kazaam
2526|15754|Callas Forever
2527|15589|Born Yesterday
2528|21465|Book of Love
2529|15140|The Apple
2530|18526|Maria Full of Grace
2531|15323|Beauty and the Beast
2532|19946|Secrets & Lies
2533|18968|Nil by Mouth
2534|18914|Nell
2535|21132|Where the Day Takes You
2536|21484|Britannic
2537|16882|Flight of the Intruder
2538|17239|Grind
2539|16971|French Kiss
2540|16505|Down to You
2541|20869|U2: Rattle and Hum
2542|20591|Texasville
2543|18929|The New Adventures of Pippi Longstocking
2544|16942|Foxes
2545|20411|Submerged
2546|21553|Descent
2547|17175|The Good Mother
2548|17560|How to Lose a Guy in 10 Days
2549|19589|Real Life
2550|20370|Straight-Jacket
2551|17303|Halloween
2552|4963|Men in War
2553|15251|Balto
2554|19301|Phantoms
2555|21804|Love Comes Softly
2556|19224|Parting Glances
2557|13132|The Pompatus of Love
2558|17160|Golden Years
2559|16868|Flashback
2560|20469|The Swan Princess
2561|17860|The Jazz Singer
2562|18018|King Ralph
2563|18009|The Killing
2564|9733|The Apartment
2565|20896|Undercover Brother
2566|17442|Hidden Agenda
2567|20552|Teachers Pet
2568|21561|Die, Monster, Die!
2569|17431|Hercules in New York
2570|22149|Wonder Boys
2571|22272|Osmosis Jones
2572|15798|Carmen Jones
2573|17716|In the Shadows
2574|17552|Houseguest
2575|16022|Comedian
2576|15802|Carnival of Souls
2577|16856|First Time Felon
2578|20632|Three Days of the Condor
2579|15246|Ball of Fire
2580|16814|The Fighting Seabees
2581|16885|The Flintstones in Viva Rock Vegas
2582|20667|The Time Machine
2583|20601|The Thief of Bagdad
2584|16082|Corky Romano
2585|22173|Boxing Helena
2586|21568|Dont Look Now
2587|17237|The Grifters
2588|21729|Intolerable Cruelty
2589|21895|Paradise Road
2590|18386|Love and Death
2591|15466|Bitter Moon
2592|21027|Walk on Water
2593|19448|The Princess and the Pirate
2594|21254|The Woman in White
2595|18625|Method
2596|15984|Clockers
2597|15566|Bon voyage
2598|20499|Switchblade Sisters
2599|16365|Desperate Measures
2600|19977|Sgt. Bilko
2601|18837|The Music Man
2602|8775|The Agony and the Ecstasy
2603|15450|Billy Roses Jumbo
2604|19238|Paths of Glory
2605|19379|Pollyanna
2606|20289|Stage Door
2607|20819|True Romance
2608|17477|The Holcroft Covenant
2609|15644|The Breed
2610|5445|SpaceCamp
2611|18979|No Deposit, No Return
2612|18399|Loves Labours Lost
2613|9889|Vlad
2614|18393|Love the Hard Way
2615|16700|Excess Baggage
2616|5186|The Cheetah Girls
2617|21564|Doctor Zhivago
2618|15179|Atlantic City
2619|12282|Captives
2620|20959|The Vanishing
2621|20658|Tigerland
2622|17177|Good Will Hunting
2623|15064|American Pie 2
2624|20686|To Die For
2625|21874|Oceans Eleven
2626|16058|Contact
2627|18206|Less Than Zero
2628|17005|The Funhouse
2629|21393|Adaptation.
2630|18428|Mad Love
2631|21058|The Waterdance
2632|15529|Bloodfist
2633|21602|Falling Down
2634|22213|Logans Run
2635|21292|Xanadu
2636|15382|The Best of Everything
2637|15676|Brother
2638|19933|The Second Coming
2639|16150|Crocodile Dundee in Los Angeles
2640|16006|Cold Creek Manor
2641|18335|Lorna Doone
2642|11885|Shadow of Fear
2643|15175|The Assignment
2644|18194|Legends of the Fall
2645|18632|Michael Collins
2646|20292|Stakeout
2647|16746|Family Viewing
2648|18059|Kotch
2649|18131|The Last Don
2650|20498|Switch
2651|20491|Swimming Pool
2652|6404|Aileen: Life and Death of a Serial Killer
2653|17459|High Spirits
2654|22141|Wide Sargasso Sea
2655|15430|The Big Tease
2656|16037|Company
2657|18101|Lajja
2658|21421|Bad Santa
2659|21983|Scary Movie 3
2660|20350|Stir Crazy
2661|15164|Asoka
2662|21728|Into Thin Air: Death on Everest
2663|9607|Lewis & Clark & George
2664|18071|Kuffs
2665|16748|The Fan
2666|22256|Whats Up, Tiger Lily?
2667|18133|Last Exile
2668|14827|Cube 2: Hypercube
2669|17648|Iceman
2670|15722|Butch Cassidy and the Sundance Kid
2671|6260|The Defiant Ones
2672|22133|Waterhole 3
2673|21472|The Bourne Supremacy
2674|13235|Blood: The Last Vampire
2675|20904|Unfaithfully Yours
2676|21979|Scarecrow
2677|15956|City Lights
2678|21814|Malcolm X
2679|19098|One Day in September
2680|15525|Blood Feast
2681|21148|White Fang 2: Myth of the White Wolf
2682|5701|Love Dont Cost a Thing
2683|15786|Car 54, Where Are You?
2684|21277|The World of Henry Orient
2685|18778|Mr. Majestyk
2686|16756|Far Out Man
2687|17140|The Godfather: Part III
2688|16286|Dead Heat on a Merry-Go-Round
2689|19369|Poison
2690|19764|Romero
2691|16958|Frantic
2692|21098|What Women Want
2693|19777|The Rose
2694|17914|Judgment at Nuremberg
2695|19193|Paint Your Wagon
2696|16906|For All Mankind
2697|16779|Fathers Day
2698|14566|Graveyard Shift
2699|21114|When Harry Met Sally...
2700|15642|Breast Men
2701|15958|City Slickers II: The Legend of Curlys Gold
2702|17069|Get Carter
2703|17178|The Goodbye Girl
2704|20932|Urbania
2705|21394|The Adventures of Priscilla, Queen of the Desert
2706|17703|In the Army Now
2707|20523|Tales of Terror
2708|17626|I Married a Monster from Outer Space
2709|16230|Danny Deckchair
2710|22224|Old School
2711|17892|Johnny Dangerously
2712|21328|Young at Heart
2713|17904|Journey to the Center of the Earth
2714|12820|Halloween II
2715|18973|Nine to Five
2716|18329|Lord of the Flies
2717|16899|Follow That Dream
2718|19859|The Sand Pebbles
2719|20444|Sunshine State
2720|19096|Once a Thief
2721|21239|Without Warning
2722|21794|The Living Daylights
2723|18121|Lassie Come Home
2724|16126|Crazy People
2725|21687|The Hitchhikers Guide to the Galaxy
2726|21503|Cheaper by the Dozen
2727|18017|King Kong Lives
2728|14901|2001: A Space Travesty
2729|21913|Poison Ivy
2730|16213|Dance Til Dawn
2731|16838|Firefox
2732|18273|Little Shop of Horrors
2733|19236|Patch Adams
2734|16335|Deewaar
2735|6470|The Big Doll House
2736|20615|The Third Miracle
2737|19812|Running Scared
2738|5122|P.U.N.K.S.
2739|22013|Sin City
2740|20093|Simple Men
2741|21496|Carried Away
2742|18062|Kramer vs. Kramer
2743|22154|The World Is Not Enough
2744|15942|Cinderfella
2745|18089|The Lady Eve
2746|20006|The Shanghai Gesture
2747|16192|Cyrano de Bergerac
2748|20815|True Blue
2749|17253|Guarding Tess
2750|18644|Midway
2751|15685|The Browning Version
2752|21603|Fame
2753|16067|Coogans Bluff
2754|19638|The Replacement Killers
2755|15875|Charley Varrick
2756|22053|Sudden Impact
2757|16673|Escape from the Planet of the Apes
2758|18982|No Looking Back
2759|15759|Camila
2760|16646|The Enemy Below
2761|22146|Willy Wonka & the Chocolate Factory
2762|21352|Zorro, the Gay Blade
2763|15495|Black Widow
2764|21122|When Worlds Collide
2765|15773|Cannonball!
2766|18709|The Molly Maguires
2767|18986|No Name on the Bullet
2768|18241|Like It Is
2769|21082|Were No Angels
2770|21963|The Roman Spring of Mrs. Stone
2771|22209|Lawn Dogs
2772|16108|Cousins
2773|17078|The Getaway
2774|17092|Ghosts of Mississippi
2775|21515|The Cooler
2776|15784|The Captains Paradise
2777|16152|Cromwell
2778|18098|The Ladykillers
2779|5978|The Land Before Time X: The Great Longneck Migration
2780|17322|Hanover Street
2781|16485|Dont Tell Mom the Babysitters Dead
2782|19889|Savior
2783|18739|Moonlight Mile
2784|20925|Uprising
2785|21221|WiseGirls
2786|15274|Barbie as the Princess and the Pauper
2787|18985|No Mercy
2788|15505|Blank Check
2789|15613|The Brady Bunch in the White House
2790|21384|13 Going on 30
2791|18827|Murder in the First
2792|19949|Seeing Other People
2793|21643|Garden State
2794|19099|One Fine Day
2795|18409|Lumumba
2796|20808|Trouble Every Day
2797|18050|Knight Moves
2798|6768|Bataan
2799|19952|Selena
2800|5703|Dragon Storm
2801|15317|Beautiful Creatures
2802|21150|White Hunter Black Heart
2803|18505|Man-Thing
2804|15427|Big Shot: Confessions of a Campus Bookie
2805|16099|The Country Bears
2806|21764|Lady in White
2807|15756|The Calling
2808|22028|Sorority House Massacre II
2809|17661|Ill Sleep When Im Dead
2810|19843|Salems Lot
2811|18377|Love Liza
2812|15955|City Heat
2813|21155|White Palace
2814|16750|Fancy Pants
2815|16867|Flash Gordons Trip to Mars
2816|15830|Cat-Women of the Moon
2817|18602|Men in Black
2818|16604|Eight Men Out
2819|18553|Matewan
2820|15835|Cats & Dogs
2821|21645|Giant
2822|20943|Vampire Clan
2823|19514|Queens Logic
2824|15304|Baywatch: Hawaiian Wedding
2825|17420|Henry & June
2826|15149|Aria
2827|17634|I Think I Do
2828|20392|Streets of Laredo
2829|16851|First Knight
2830|22150|Wonderland
2831|17646|Ice Station Zebra
2832|18764|Moving Violations
2833|20471|Swashbuckler
2834|22240|Romancing the Stone
2835|20668|Timecop
2836|20692|To Kill a Mockingbird
2837|19232|Passion Fish
2838|20053|The Shootist
2839|7448|Hideaway
2840|17548|The House on 92nd Street
2841|10565|Epidemic
2842|20960|Varsity Blues
2843|18383|Love Story
2844|18103|Lamerica
2845|20178|Snowball Express
2846|21323|Young Guns
2847|15507|Blast from the Past
2848|20930|Urban Legend
2849|21575|Dune
2850|20164|Smooth Talk
2851|17624|I Love You to Death
2852|17676|Immediate Family
2853|17714|In the Name of the Father
2854|16983|Friends & Lovers
2855|18441|The Magdalene Sisters
2856|17072|Get Shorty
2857|13989|Children of the Corn 666: Isaacs Return
2858|18013|Kindergarten Cop
2859|21003|Volunteers
2860|20751|Traces of Red
2861|18900|Nashville
2862|10663|The Cocoanuts
2863|20253|The Specialist
2864|19447|The Princess Diaries 2: Royal Engagement
2865|11996|Alone in the Dark
2866|18877|Mystery Date
2867|19870|Satans Sadists
2868|21646|Gladiator
2869|19956|The Sentinel
2870|19117|Only the Lonely
2871|21958|RoboCop
2872|19268|Perfect
2873|15435|Big Trouble
2874|21697|House of 1000 Corpses
2875|20299|Standing in the Shadows of Motown
2876|20996|Virtuosity
2877|17543|House of Games
2878|21378|Annie Hall
2879|20430|Summer School
2880|17553|How Green Was My Valley
2881|19828|Sabretooth
2882|20903|The Unearthly
2883|19085|On the Beach
2884|17827|Jack Frost
2885|19576|Rat Race
2886|20105|Singles
2887|21064|The Way We Were
2888|21681|Hell House
2889|18433|Made for Each Other
2890|15791|The Care Bears Movie
2891|15056|American Gigolo
2892|17492|Homegrown
2893|21666|Halloween 4: The Return of Michael Myers
2894|21964|Romeo + Juliet
2895|22004|Shark Tale
2896|16732|Fail-Safe
2897|18066|Krull
2898|19113|Onegin
2899|20953|Van Helsing
2900|18934|New World Disorder
2901|20794|The Trigger Effect
2902|16639|The End of Violence
2903|20237|Southie
2904|20651|Thunderbolt and Lightfoot
2905|19518|Quicksand
2906|21641|Gandhi
2907|21890|The Out-of-Towners
2908|20380|Strangeland
2909|16486|The Doom Generation
2910|21099|What a Girl Wants
2911|19888|Saving Silverman
2912|17650|Idiot Box
2913|18932|New Rose Hotel
2914|18873|My Tutor
2915|19432|The Prime Gig
2916|17557|How to Be a Player
2917|19801|Run Ronnie Run
2918|16000|Cocoon
2919|20404|Stuart Little 2
2920|19457|The Producers
2921|18034|Kippur
2922|13244|Judgment Day
2923|15432|The Big Town
2924|18748|Mortal Thoughts
2925|19016|Nothing But Trouble
2926|16079|Copycat
2927|15930|Chori Chori Chupke Chupke
2928|18060|Koyla
2929|18382|Love Stinks
2930|6675|Humanoids from the Deep
2931|21183|Wild America
2932|20915|The Unsinkable Molly Brown
2933|17997|Kids in the Hall: Brain Candy
2934|19667|Return to Paradise
2935|21552|Dennis the Menace
2936|16614|Elf
2937|21110|Whats the Worst That Could Happen?
2938|16258|David and Lisa
2939|22187|Doppelganger
2940|15273|Barbershop
2941|17959|Kangaroo Jack
2942|18284|Living Out Loud
2943|8694|And Then There Were None
2944|15897|Cheats
2945|7124|Monday Night Mayhem
2946|16719|Eye of God
2947|17476|Hoffa
2948|18222|Liebestraum
2949|16020|Come September
2950|18716|Money Talks
2951|19969|Seven Days in May
2952|20648|Thunderbirds
2953|21669|The Hard Way
2954|19205|Paparazzi
2955|16425|Dinner with Friends
2956|17246|Groundhog Day
2957|20664|Time After Time
2958|21757|Kingpin
2959|19617|Red Water
2960|19474|Protocol
2961|20388|Street Smart
2962|19041|Obsession
2963|16300|Dear Frankie
2964|18196|The Lemon Drop Kid
2965|17745|Innerspace
2966|16343|Delirious
2967|16021|Come and Get It
2968|17830|Jack the Bear
2969|16496|Double Take
2970|16056|Conspiracy
2971|21065|The Way of the Gun
2972|16647|Enemy Mine
2973|20278|Spy Game
2974|18250|The Lion in Winter
2975|17969|Kate & Leopold
2976|18045|The Kiss
2977|18251|Lion of the Desert
2978|17070|Get Over It
2979|18674|Mischief
2980|19884|Save the Last Dance
2981|19367|The Point Men
2982|18153|The Last Tycoon
2983|21089|The Westerner
2984|20811|The Trouble with Girls
2985|20717|Too Late the Hero
2986|19720|Road to Rio
2987|17176|The Good Son
2988|20360|Stormy Monday
